title,category,slug,code_rome,salaire_median_annuel,salaire_median_horaire,niveau_education,nombre_demandeurs,nombre_offres,tension_pct,tension_desc,description,url
Chargé / Chargée des relations avec les influenceurs,support-a-l-entreprise,charge-chargee-des-relations-avec-les-influenceurs,M1719,,,Bac+5 (Master/Ingénieur),40,,1,Très défavorable,Le Chargé des Relations avec les influenceurs est responsable de la mise en place de collaborations entre une marque et des créateurs de contenus sur les réseaux sociaux.\nIdentifier et sélectionner l,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1719
Administrateur / Administratrice de systèmes d'information (SI),support-a-l-entreprise,administrateur-administratrice-de-systemes-d-information-si,M1801,38544,23.99,Bac+5 (Master/Ingénieur),3790,20330,2,Défavorable,L'Administrateur de systèmes d'information (SI) joue un rôle crucial dans la gestion et la sécurité des infrastructures informatiques d'une entreprise.\nGère et maintient les systèmes d'information et,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1801
Expert / Experte systèmes et réseaux informatiques,support-a-l-entreprise,expert-experte-systemes-et-reseaux-informatiques,M1802,54012,33.61,Bac+5 (Master/Ingénieur),1940,20650,4,Favorable,L'Expert / Experte systèmes et réseaux informatiques a un rôle déterminant dans la gestion et l'optimisation des infrastructures IT.\nConçoit et déploie des architectures réseau adaptées aux besoins d,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1802
Directeur / Directrice des systèmes d'information -DSI-,support-a-l-entreprise,directeur-directrice-des-systemes-d-information-dsi,M1803,54012,33.61,Bac+5 (Master/Ingénieur),1670,6230,3,Neutre,Le Directeur des systèmes d'information oriente la stratégie informatique de l'entreprise pour optimiser les processus et soutenir l'innovation en lien avec les objectifs globaux\nSupervise la gestion,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1803
Ingénieur / Ingénieure télécoms,support-a-l-entreprise,ingenieur-ingenieure-telecoms,M1804,63732,39.66,Bac+5 (Master/Ingénieur),2080,10340,4,Favorable,"Réalise et développe les architectures, les solutions techniques de réseaux de télécommunications (téléphonie, multimédia, informatique, ...), selon les besoins et la stratégie de l'entreprise ou du c",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1804
Développeur / Développeuse informatique,support-a-l-entreprise,developpeur-developpeuse-informatique,M1805,39976,24.88,Bac+5 (Master/Ingénieur),8340,64730,4,Favorable,Le / La Développeur(se) informatique conçoit et améliore des systèmes informatiques.\nConçoit et développe des applications informatiques selon les besoins des utilisateurs\nParticipe à l'analyse des ,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1805
Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information,support-a-l-entreprise,consultant-fonctionnel-consultante-fonctionnelle-des-systemes-d-information,M1806,54012,33.61,Bac+5 (Master/Ingénieur),3830,22930,4,Favorable,Le Consultant fonctionnel des systèmes d'information optimise et adapte les systèmes informatiques aux besoins des entreprises\nAnalyse les besoins des clients pour déterminer les exigences fonctionne,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1806
Opérateur / Opératrice télécom aux armées,support-a-l-entreprise,operateur-operatrice-telecom-aux-armees,M1807,63732,39.66,,290,2250,4,Favorable,"Assure un rôle de conseil, d'assistance, d'information, de formation et d'alerte, peut intervenir directement sur tout ou partie d'un projet qui relève de son domaine d'expertise, effectue une veille ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1807
Cartographe,support-a-l-entreprise,cartographe,M1808,60744,37.80,Bac+5 (Master/Ingénieur),1240,3320,4,Favorable,"Le cartographe est un expert en représentation graphique de données géographiques.\nRéalise des cartes précises pour diverses applications, allant de la planification urbaine à la gestion environnemen",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1808
Météorologue,support-a-l-entreprise,meteorologue,M1809,60744,37.80,Bac+8 (Doctorat),70,60,3,Neutre,Le météorologue analyse les phénomènes atmosphériques et élabore des prévisions météorologiques.\nAnalyse les facteurs météo-climatiques pour prévoir les conditions climatiques\nInterprète les modèles,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1809
Technicien / Technicienne d'exploitation informatique,support-a-l-entreprise,technicien-technicienne-d-exploitation-informatique,M1810,39368,24.50,Bac+2 (BTS/DUT),6220,25880,3,Neutre,Le Technicien d'exploitation informatique assure le bon fonctionnement des systèmes informatiques.\nSupervise et maintient l'infrastructure informatique en condition opérationnelle\nAssure l'installat,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1810
Data engineer,support-a-l-entreprise,data-engineer,M1811,54012,33.61,Bac+5 (Master/Ingénieur),2100,13170,4,Favorable,"Collecte et analyse des volumes importants de données, tout en garantissant la sécurité de celles-ci. \nDéveloppe des solutions de traitement et d'industrialisation  de ces données en mobilisant son e",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1811
Responsable de la Sécurité des Systèmes d'Information (RSSI),support-a-l-entreprise,responsable-de-la-securite-des-systemes-d-information-rssi,M1812,54012,33.61,Bac+5 (Master/Ingénieur),350,3100,3,Neutre,"Garantit la sécurité des données et des systèmes informatiques au sein d'une organisation.\nMet en place les politiques de sécurité, la gestion des risques, la veille technologique.\nCoordonne les act",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1812
Intégrateur / Intégratrice logiciels métiers,support-a-l-entreprise,integrateur-integratrice-logiciels-metiers,M1813,39976,24.88,Bac+5 (Master/Ingénieur),390,8690,4,Favorable,"Chargé d'installer et de paramétrer le progiciel et de l'adapter aux exigences du client.\nContribue à la rédaction et à la révision du cahier des charges.\nAnalyse les risques du projet, la faisabili",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1813
Scrum Master,support-a-l-entreprise,scrum-master,M1814,39976,24.88,Bac+5 (Master/Ingénieur),990,8690,4,Favorable,"Le / La Scrum Master joue un rôle clé dans la gestion agile de projets informatiques, favorise la collaboration et maximise la productivité.\nFacilite les rituels Agile tels que les sprints, les rétro",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1814
Spécialiste test et validation logiciel ou application,support-a-l-entreprise,specialiste-test-et-validation-logiciel-ou-application,M1815,39976,24.88,Bac+3 (Licence),120,750,4,Favorable,Le / La Spécialiste test et validation logiciel ou application joue un rôle crucial dans le développement de solutions informatiques fiables et performantes.\nConçoit et met en œuvre des plans de test,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1815
Technicien / Technicienne réseaux informatiques et télécoms,support-a-l-entreprise,technicien-technicienne-reseaux-informatiques-et-telecoms,M1816,39342,24.48,Bac+5 (Master/Ingénieur),3330,5630,3,Neutre,"Dans un monde de plus en plus connecté, le technicien réseau est essentiel pour garantir la fluidité et la sécurité des communications numériques, jouant notamment un rôle clé dans la gestion et la ma",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1816
Administrateur / Administratrice sécurité informatique,support-a-l-entreprise,administrateur-administratrice-securite-informatique,M1817,39368,24.50,Bac+5 (Master/Ingénieur),350,1490,2,Défavorable,L'Administrateur(rice) sécurité informatique assure la protection des données et des systèmes d'information de l'entreprise.\nMet en place des politiques de sécurité informatique pour protéger les don,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1817
Ingénieur / Ingénieure d'étude informatique,support-a-l-entreprise,ingenieur-ingenieure-d-etude-informatique,M1818,54012,33.61,Bac+5 (Master/Ingénieur),2650,15360,4,Favorable,"L'Ingénieur(e) d'étude informatique conçoit, développe et teste des logiciels ou des systèmes informatiques. \nConçoit et développe des architectures logicielles adaptées aux besoins des clients\nAnal",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1818
Ingénieur / Ingénieure sécurité informatique,support-a-l-entreprise,ingenieur-ingenieure-securite-informatique,M1819,54012,33.61,Bac+5 (Master/Ingénieur),350,3170,4,Favorable,L'Ingénieur sécurité informatique a un rôle crucial pour la protection des données et des systèmes d'information.\nAnalyse les risques de sécurité et propose des solutions adaptées pour protéger les s,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1819
Expert / Experte méthodes et qualité informatique,support-a-l-entreprise,expert-experte-methodes-et-qualite-informatique,M1820,54012,33.61,Bac+5 (Master/Ingénieur),70,1160,4,Favorable,L'Expert / Experte méthodes et qualité informatique est un acteur clé dans l'assurance de la qualité et l'optimisation des processus informatiques.\nDéfinit et met en œuvre les méthodes et les standar,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1820
Analyste d'application informatique,support-a-l-entreprise,analyste-d-application-informatique,M1821,39976,24.88,Bac+5 (Master/Ingénieur),120,1360,4,Favorable,L'Analyste d'application informatique joue un rôle clé dans la gestion et l'optimisation des applications d'entreprise.\nAnalyse les besoins des utilisateurs pour définir les spécifications des applic,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1821
Ingénieur / Ingénieure systèmes et réseaux informatiques,support-a-l-entreprise,ingenieur-ingenieure-systemes-et-reseaux-informatiques,M1822,54012,33.61,Bac+5 (Master/Ingénieur),1770,22090,4,Favorable,"Garantit la robustesse, la sécurité et l'efficacité des infrastructures technologiques en se concentrant principalement sur la conception, la mise en œuvre et la gestion des infrastructures réseau et ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1822
Consultant / Consultante avant-vente,support-a-l-entreprise,consultant-consultante-avant-vente,M1823,54012,33.61,Bac+5 (Master/Ingénieur),260,1590,4,Favorable,Le / La Consultant(e) avant-vente conseille et supporte les équipes commerciales en présentant des solutions techniques adaptées aux besoins des clients potentiels.\nAnalyse les besoins du client pour,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1823
Développeur / Développeuse décisionnel - Business Intelligence,support-a-l-entreprise,developpeur-developpeuse-decisionnel-business-intelligence,M1824,39976,24.88,Bac+5 (Master/Ingénieur),170,940,4,Favorable,"Le / La Développeur(se) décisionnel - Business Intelligence conçoit, développe et maintient des solutions analytiques et des outils de reporting pour aider les entreprises à prendre des décisions.\nCo",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1824
Coordinateur / Coordinatrice de production web,support-a-l-entreprise,coordinateur-coordinatrice-de-production-web,M1825,54012,33.61,Bac+3 (Licence),60,340,3,Neutre,Le Coordinateur de production web orchestre la réalisation de projets web en assurant la liaison entre les équipes techniques et créatives.\nPlanifie et coordonne les différentes étapes de production ,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1825
Ingénieur / Ingénieure supervision IT Datacenter,support-a-l-entreprise,ingenieur-ingenieure-supervision-it-datacenter,M1826,54012,33.61,Bac+5 (Master/Ingénieur),240,2310,3,Neutre,"En tant que responsable de la surveillance, de l'analyse et de la gestion des performances, ainsi que de la disponibilité de l'infrastructure informatique (réseaux physiques et virtuels, machines, etc",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1826
Ingénieur / Ingénieure DevOps,support-a-l-entreprise,ingenieur-ingenieure-devops,M1827,54012,33.61,Bac+5 (Master/Ingénieur),2930,23320,4,Favorable,"L'Ingénieur(e) DevOps orchestre l'intégration et le déploiement continu des applications informatiques, assurant une collaboration optimale entre les équipes de développement et d'opérations.\nConçoit",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1827
Chef de projet / Cheffe de projet (Project Management Officer),support-a-l-entreprise,chef-de-projet-cheffe-de-projet-project-management-officer,M1828,54012,33.61,Bac+5 (Master/Ingénieur),2360,9770,4,Favorable,"Le / La Chef(f) de projet, pilier de la coordination et de la réussite des projets d'entreprise, assure une gestion optimale des ressources et des délais.\nDéfinit les objectifs et le périmètre du pro",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1828
Ingénieur / Ingénieure systèmes et réseaux des territoires connectés,support-a-l-entreprise,ingenieur-ingenieure-systemes-et-reseaux-des-territoires-connectes,M1829,54012,33.61,Bac+5 (Master/Ingénieur),,50,4,Favorable,"Pilier de l'innovation urbaine, l'Ingénieur systèmes & réseaux des territoires connectés œuvre pour des infrastructures numériques robustes et intelligentes qui transforment nos sites/villes en espace",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1829
Administrateur / Administratrice réseaux - télécoms,support-a-l-entreprise,administrateur-administratrice-reseaux-telecoms,M1830,39368,24.50,Bac+5 (Master/Ingénieur),380,790,2,Défavorable,"Assure la fluidité et la sécurité des communications numériques, pouvant se trouver par exemple au cœur des territoires connectés pour renforcer les liens entre les communautés et propulser l'innovati",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1830
Développeur / Développeuse - jeux vidéo,support-a-l-entreprise,developpeur-developpeuse-jeux-video,M1831,39976,24.88,Bac+5 (Master/Ingénieur),950,280,4,Favorable,"Le / La Développeur(se) de jeux vidéo programme des jeux vidéo en créant des fonctionnalités, des graphiques, et en assurant leur bon fonctionnement sur différentes plateformes.\nDéveloppe des archite",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1831
Homologateur / Homologatrice fonctionnel de logiciel,support-a-l-entreprise,homologateur-homologatrice-fonctionnel-de-logiciel,M1832,39976,24.88,Bac+5 (Master/Ingénieur),30,250,4,Favorable,L'Homologateur(rice) fonctionnel de logiciel joue un rôle clé pour garantir la qualité et la conformité des applications.\nValide la conformité des logiciels par rapport aux cahiers des charges\nRéali,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1832
Ingénieur / Ingénieure sécurité web,support-a-l-entreprise,ingenieur-ingenieure-securite-web,M1833,54012,33.61,Bac+5 (Master/Ingénieur),20,170,4,Favorable,"Rigoureux et organisée, vous avez un rôle clé dans la protection des données et des systèmes informatiques.\nConçoit et met en œuvre des politiques de sécurité pour protéger les sites et les applicati",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1833
Administrateur / Administratrice de site internet,support-a-l-entreprise,administrateur-administratrice-de-site-internet,M1834,39368,24.50,Bac+2 (BTS/DUT),1620,4410,2,Défavorable,"L'Administrateur(rice) de site Web gère la maintenance, la sécurité et la mise à jour des sites internet pour assurer leur bon fonctionnement et leur accessibilité.\nGère et maintient la plateforme po",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1834
Architecte systèmes et réseaux des territoires connectés,support-a-l-entreprise,architecte-systemes-et-reseaux-des-territoires-connectes,M1835,54012,33.61,Bac+5 (Master/Ingénieur),10,110,4,Favorable,"A l'avant-garde de la transformation numérique, façonne l'avenir de nos territoires en concevant des infrastructures innovantes et durables pour des villes intelligentes et interconnectées.\nConçoit e",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1835
Ingénieur concepteur / Ingénieure conceptrice informatique,support-a-l-entreprise,ingenieur-concepteur-ingenieure-conceptrice-informatique,M1836,54012,33.61,Bac+5 (Master/Ingénieur),670,4670,4,Favorable,"L'Ingénieur(e) concepteur(rice) informatique, un(e) architecte des solutions numériques modernes de produits, équipements et systèmes techniques\nConçoit et développe des architectures logicielles ada",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1836
Développeur / Développeuse multimédia,support-a-l-entreprise,developpeur-developpeuse-multimedia,M1837,39976,24.88,Bac+5 (Master/Ingénieur),140,660,4,Favorable,"Le / La Développeur(se) multimédia, créateur(rice) de solutions interactives et visuelles.\nConçoit et développe des applications multimédia en fonction des besoins des clients\nIntègre des éléments g",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1837
Urbaniste des systèmes d'information,support-a-l-entreprise,urbaniste-des-systemes-d-information,M1838,54012,33.61,Bac+5 (Master/Ingénieur),910,5310,4,Favorable,"L'Urbaniste optimise et organise l'ensemble des systèmes d'information, il est l'architecte clé de la stratégie numérique des entreprises.\nSupervise les projets de transformation numérique pour garan",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1838
Architecte systèmes et réseaux,support-a-l-entreprise,architecte-systemes-et-reseaux,M1839,54012,33.61,Bac+5 (Master/Ingénieur),690,10120,4,Favorable,L'Architecte systèmes et réseaux conçoit et supervise l'architecture des systèmes et réseaux informatiques pour optimiser les performances et la sécurité.\nConçoit l'architecture des systèmes et résea,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1839
Directeur / Directrice de projets des territoires connectés,support-a-l-entreprise,directeur-directrice-de-projets-des-territoires-connectes,M1840,54012,33.61,Bac+5 (Master/Ingénieur),10,70,3,Neutre,"En tant que responsable de projets, orchestre la gestion de projets numériques innovants pour dynamiser les territoires et connecter les communautés.\nPilote le projet en coordonnant les différents ac",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1840
Ingénieur informaticien / Ingénieure informaticienne,support-a-l-entreprise,ingenieur-informaticien-ingenieure-informaticienne,M1841,54012,33.61,Bac+5 (Master/Ingénieur),1640,9780,4,Favorable,L'Ingénieur(e) informaticien(ne) conçoit et développe des solutions informatiques innovantes pour répondre aux besoins technologiques des entreprises.\nConçoit et développe des logiciels et applicatio,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1841
Qualiticien / Qualiticienne logiciel en informatique,support-a-l-entreprise,qualiticien-qualiticienne-logiciel-en-informatique,M1842,39976,24.88,Bac+5 (Master/Ingénieur),60,1830,4,Favorable,"Le / La Qualiticien(ne) logiciel en informatique, garant(e) de la qualité et de la performance des systèmes informatiques.\nDéfinit et met en œuvre les procédures de tests et de validation des logicie",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1842
Administrateur / Administratrice de serveurs,support-a-l-entreprise,administrateur-administratrice-de-serveurs,M1843,39368,24.50,Bac+5 (Master/Ingénieur),200,970,2,Défavorable,"L'Administrateur(rice) de serveurs joue un rôle clé dans la gestion et la sécurité des infrastructures informatiques.\nInstalle, configure et maintient les serveurs pour assurer leur bon fonctionnemen",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1843
Analyste en cybersécurité,support-a-l-entreprise,analyste-en-cybersecurite,M1844,39976,24.88,Bac+5 (Master/Ingénieur),1440,940,4,Favorable,L'Analyste en cybersécurité joue un rôle crucial pour protéger les systèmes d'information contre les menaces numériques.\nAnalyse les risques et les vulnérabilités des systèmes informatiques\nMet en p,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1844
Architecte IoT - Internet des Objets,support-a-l-entreprise,architecte-iot-internet-des-objets,M1845,54012,33.61,Bac+5 (Master/Ingénieur),10,170,4,Favorable,L'Architecte IoT - Internet des Objets joue un rôle clé dans la transformation numérique des entreprises.\nConçoit et développe des solutions IoT adaptées aux besoins spécifiques des clients\nAssure l,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1845
Ingénieur / Ingénieure Cybersécurité Datacenter,support-a-l-entreprise,ingenieur-ingenieure-cybersecurite-datacenter,M1846,54012,33.61,Bac+5 (Master/Ingénieur),190,340,4,Favorable,"Passionné(e) par la protection des infrastructures critiques et la sécurisation des données sensibles, l'Ingénieur(e) Cybersécurité Datacenter joue un rôle essentiel en garantissant la résilience et l",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1846
Expert / Experte en communication et réseaux,support-a-l-entreprise,expert-experte-en-communication-et-reseaux,M1847,54012,33.61,Bac+5 (Master/Ingénieur),40,160,4,Favorable,L'Expert en communication et réseaux orchestre la stratégie de communication digitale et assure la gestion des réseaux.\nConçoit et déploie des stratégies de communication adaptées aux objectifs de l',https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1847
Analyste Concepteur / Conceptrice informatique,support-a-l-entreprise,analyste-concepteur-conceptrice-informatique,M1848,39976,24.88,Bac+5 (Master/Ingénieur),80,80,4,Favorable,"L'Analyste Concepteur / Conceptrice informatique est responsable de l'analyse des besoins des utilisateurs, de la conception de solutions techniques et du développement de systèmes informatiques. \nAn",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1848
Administrateur / Administratrice de messagerie,support-a-l-entreprise,administrateur-administratrice-de-messagerie,M1849,39368,24.50,Bac+5 (Master/Ingénieur),20,160,2,Défavorable,L'Administrateur(rice) de messagerie joue un rôle crucial dans la gestion et la sécurisation des communications électroniques d'une entreprise.\nGère et administre les systèmes de messagerie pour assu,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1849
Architecte multimédias interactifs,support-a-l-entreprise,architecte-multimedias-interactifs,M1850,54012,33.61,Bac+5 (Master/Ingénieur),50,90,4,Favorable,"Créatif et organisé, vous créez des expériences numériques captivantes et interactives.\nConçoit et développe des interfaces et des expériences utilisateur interactives\nCollabore avec des équipes de ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1850
Analyste décisionnel - Business Intelligence,support-a-l-entreprise,analyste-decisionnel-business-intelligence,M1851,39976,24.88,Bac+5 (Master/Ingénieur),320,3130,4,Favorable,"L'Analyste décisionnel - Business Intelligence collecte, analyse et interprète les données pour aider les entreprises à prendre des décisions stratégiques.\nAnalyse les données d'entreprise pour en ex",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1851
Analyste d'étude informatique,support-a-l-entreprise,analyste-d-etude-informatique,M1852,39976,24.88,Bac+5 (Master/Ingénieur),820,5140,4,Favorable,L'Analyste d'étude informatique joue un rôle clé dans la conception et l'amélioration des systèmes informatiques.\nAnalyse les besoins des utilisateurs pour développer des spécifications fonctionnelle,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1852
Chef / Cheffe de projet étude et développement informatique,support-a-l-entreprise,chef-cheffe-de-projet-etude-et-developpement-informatique,M1853,39976,24.88,Bac+5 (Master/Ingénieur),4590,25690,4,Favorable,Le / La Chef(fe) de projet étude et développement informatique orchestre la conception de solutions logicielles adaptées aux besoins des clients.\nAnalyse les besoins du client pour proposer des solut,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1853
Administrateur / Administratrice réseau informatique,support-a-l-entreprise,administrateur-administratrice-reseau-informatique,M1854,39368,24.50,Bac+5 (Master/Ingénieur),1820,5730,2,Défavorable,L'Administrateur(rice) réseau informatique assure la performance et la sécurité des réseaux d'une organisation.\nGère et maintient les infrastructures réseau et les équipements associés\nAssure la séc,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1854
Développeur / Développeuse web,support-a-l-entreprise,developpeur-developpeuse-web,M1855,39976,24.88,Bac+5 (Master/Ingénieur),21750,24370,4,Favorable,"Le Développeur / La Développeuse web, un(e) architecte du numérique qui façonne les sites internet de demain.\nConçoit et développe des architectures web selon les besoins des clients\nAssure la maint",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1855
Expert / Experte en cybersécurité,support-a-l-entreprise,expert-experte-en-cybersecurite,M1856,54012,33.61,Bac+5 (Master/Ingénieur),1360,5160,4,Favorable,"Garant de la sécurité informatique, vous avez un rôle central dans la protection des données et des systèmes.\nAnalyse les risques et vulnérabilités des systèmes d'information\nMet en place des politi",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1856
Urbaniste Datacenter,support-a-l-entreprise,urbaniste-datacenter,M1857,39368,24.50,Bac+5 (Master/Ingénieur),,30,2,Défavorable,"Architecte des infrastructures numériques de demain, son expertise en planification et optimisation énergétique façonne des environnements technologiques durables et performants.\nEst responsable de l",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1857
Chef / Cheffe de projet TMA - Tierce Maintenance Applicative,support-a-l-entreprise,chef-cheffe-de-projet-tma-tierce-maintenance-applicative,M1858,45042,28.03,Bac+5 (Master/Ingénieur),10,1020,4,Favorable,Le / La Chef(fe) de projet TMA - Tierce Maintenance Applicative joue un rôle crucial dans la gestion et l'optimisation des systèmes informatiques d'une entreprise.\nSupervise et coordonne les activité,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1858
Chef / Cheffe de projet maîtrise d'œuvre informatique,support-a-l-entreprise,chef-cheffe-de-projet-maitrise-d-uvre-informatique,M1859,45042,28.03,Bac+5 (Master/Ingénieur),170,2170,4,Favorable,Le / La Chef(fe) de projet maîtrise d’œuvre informatique orchestre le développement de solutions informatiques adaptées aux besoins des clients.\nDéfinit les besoins du client et élabore le cahier des,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1859
Architecte cloud,support-a-l-entreprise,architecte-cloud,M1860,54012,33.61,Bac+5 (Master/Ingénieur),220,2970,4,Favorable,"L'Architecte cloud joue un rôle clé dans la transformation numérique des entreprises, orchestre l'infrastructure des services en ligne.\nConçoit et développe des architectures de cloud computing adapt",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1860
Développeur / Développeuse logiciel ou d'application,support-a-l-entreprise,developpeur-developpeuse-logiciel-ou-d-application,M1861,39976,24.88,Bac+5 (Master/Ingénieur),5140,6750,4,Favorable,"Le / La Développeur(se) logiciel ou d'application, un(e) architecte du monde numérique, façonne les solutions informatiques de demain.\nConçoit et développe des applications informatiques selon les be",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1861
Responsable d'exploitation fibre optique,support-a-l-entreprise,responsable-d-exploitation-fibre-optique,M1862,54012,33.61,Bac+5 (Master/Ingénieur),40,310,3,Neutre,"Rôle clé dans la révolution numérique, il/elle doit garantir la performance de nos réseaux de communication, en assurant la gestion de l'exploitation du réseau fibre optique de son périmètre. \nSuperv",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1862
Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques,support-a-l-entreprise,evaluateur-evaluatrice-securite-des-systemes-et-produits-informatiques,M1863,54012,33.61,Bac+5 (Master/Ingénieur),1520,6580,4,Favorable,L'Évaluateur / Évaluatrice sécurité des systèmes et produits informatiques joue un rôle crucial dans la protection des infrastructures numériques.\nAnalyse et évalue les risques de sécurité des systèm,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1863
Product Owner,support-a-l-entreprise,product-owner,M1864,,,Bac+5 (Master/Ingénieur),1170,4510,4,Favorable,"Le Product Owner, acteur clé de la gestion de projet, pilote le développement d'un produit selon une méthode agile. Intermédiaire entre les utilisateurs et les équipes de développement en maximisant l",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1864
Ingénieur / Ingénieure blockchain,support-a-l-entreprise,ingenieur-ingenieure-blockchain,M1865,,,Bac+5 (Master/Ingénieur),20,10,4,Favorable,L'Ingénieur blockchain joue un rôle dans le développement et la sécurisation des transactions et réseaux numériques contre les cybermenaces\nConçoit et développe des architectures blockchain adaptées ,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1865
Pentesteur / Pentesteuse,support-a-l-entreprise,pentesteur-pentesteuse,M1866,,,Bac+5 (Master/Ingénieur),90,110,4,Favorable,"Le Pentesteur ou testeur d'intrusion, est un spécialiste dans la sécurité des systèmes informatiques et des réseaux d'une organisation en simulant des attaques malveillantes. \nÉvalue la sécurité des ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1866
Responsable des systèmes d'information (SI),support-a-l-entreprise,responsable-des-systemes-d-information-si,M1867,,,Bac+5 (Master/Ingénieur),1690,13700,3,Neutre,"Le Responsable des systèmes d'information  gère l'infrastructure informatique, l'administration des systèmes et technologies informatiques de l'entreprise.\nDéfinit et met en œuvre la politique inform",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1867
